loan_id,performance_month,ending_balance_usd,scheduled_payment_usd,payment_made_usd,days_past_due,delinquency_status
LN500036,2025-11-01,8965.6,305.82,305.82,0,Current
LN500036,2025-12-01,8763.34,305.82,305.82,0,Current
LN500037,2024-09-01,10452.86,505.51,505.51,0,Current
LN500037,2024-10-01,10042.04,505.51,505.51,0,Current
LN500037,2024-11-01,9627.49,505.51,505.51,0,Current
LN500037,2024-12-01,9209.19,505.51,505.51,0,Current
LN500037,2025-01-01,8787.1,505.51,505.51,0,Current
LN500037,2025-02-01,8361.19,505.51,505.51,0,Current
LN500037,2025-03-01,7931.42,505.51,505.51,0,Current
LN500037,2025-04-01,7497.75,505.51,505.51,0,Current
LN500037,2025-05-01,7060.16,505.51,505.51,0,Current
LN500037,2025-06-01,6618.6,505.51,505.51,0,Current
LN500037,2025-07-01,6173.05,505.51,505.51,0,Current
LN500037,2025-08-01,5723.45,505.51,505.51,0,Current
LN500037,2025-09-01,5269.79,505.51,505.51,0,Current
LN500037,2025-10-01,4812.01,505.51,505.51,0,Current
LN500037,2025-11-01,4350.09,505.51,505.51,0,Current
LN500037,2025-12-01,3883.99,505.51,505.51,0,Current
LN500038,2025-02-01,18157.92,629.71,629.71,0,Current
LN500038,2025-03-01,17731.13,629.71,629.71,0,Current
LN500038,2025-04-01,17299.56,629.71,629.71,0,Current
LN500038,2025-05-01,16863.17,629.71,629.71,0,Current
LN500038,2025-06-01,16421.91,629.71,629.71,0,Current
LN500038,2025-07-01,15975.72,629.71,629.71,0,Current
LN500038,2025-08-01,15524.53,629.71,629.71,0,Current
LN500038,2025-09-01,15068.31,629.71,629.71,0,Current
LN500038,2025-10-01,0.0,629.71,15068.31,0,Paid_Off
LN500039,2025-09-01,10194.18,344.95,344.95,0,Current
LN500039,2025-10-01,10065.68,344.95,344.95,0,Current
LN500039,2025-11-01,9934.46,344.95,344.95,0,Current
LN500039,2025-12-01,9800.45,344.95,344.95,0,Current
LN500040,2024-09-01,20477.5,984.62,984.62,0,Current
LN500040,2024-10-01,19668.13,984.62,984.62,0,Current
LN500040,2024-11-01,18851.84,984.62,984.62,0,Current
LN500040,2024-12-01,18028.56,984.62,984.62,0,Current
LN500040,2025-01-01,17198.24,984.62,984.62,0,Current
LN500040,2025-02-01,16360.8,984.62,984.62,0,Current
LN500040,2025-03-01,15516.21,984.62,984.62,0,Current
LN500040,2025-04-01,0.0,984.62,15516.21,0,Paid_Off
LN500041,2024-11-01,25064.41,852.4,852.4,0,Current
LN500041,2024-12-01,24462.87,852.4,852.4,0,Current
LN500041,2025-01-01,23855.3,852.4,852.4,0,Current
LN500041,2025-02-01,23241.65,852.4,852.4,0,Current
LN500041,2025-03-01,22621.86,852.4,852.4,0,Current
LN500041,2025-04-01,21995.87,852.4,852.4,0,Current
LN500041,2025-05-01,21363.61,852.4,852.4,0,Current
LN500041,2025-06-01,20725.02,852.4,852.4,0,Current
LN500041,2025-07-01,20080.05,852.4,852.4,0,Current
LN500041,2025-08-01,19428.62,852.4,852.4,0,Current
LN500041,2025-09-01,18770.66,852.4,852.4,0,Current
LN500041,2025-10-01,18106.13,852.4,852.4,0,Current
LN500041,2025-11-01,17434.94,852.4,852.4,0,Current
LN500041,2025-12-01,16757.03,852.4,852.4,0,Current
LN500042,2024-09-01,11206.67,316.05,316.05,0,Current
LN500042,2024-10-01,11101.4,316.05,316.05,0,Current
LN500042,2024-11-01,10994.15,316.05,316.05,0,Current
LN500042,2024-12-01,10884.88,316.05,316.05,0,Current
LN500042,2025-01-01,10773.56,316.05,316.05,0,Current
LN500042,2025-02-01,10976.19,316.05,0.0,30,30DPD
LN500043,2024-07-01,14087.55,391.85,391.85,0,Current
LN500043,2024-08-01,13952.68,391.85,391.85,0,Current
LN500043,2024-09-01,13815.35,391.85,391.85,0,Current
LN500043,2024-10-01,13675.51,391.85,391.85,0,Current
LN500043,2024-11-01,13533.13,391.85,391.85,0,Current
LN500043,2024-12-01,13388.14,391.85,391.85,0,Current
LN500043,2025-01-01,13240.51,391.85,391.85,0,Current
LN500043,2025-02-01,13090.19,391.85,391.85,0,Current
LN500043,2025-03-01,12937.13,391.85,391.85,0,Current
LN500043,2025-04-01,12781.28,391.85,391.85,0,Current
